,nationality,acommodation,stay,company,review_title,good_review,bad_review,url,hotel_id,date,complete_date
929,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Needed more bay view,"Clean, concierge service was exceptional",Water in room took forever to get warm. I asked for a room with balcony and bay view and got mostly a city view and a corner of the bay view. For as much as I paid it would’ve been nice to have more of a view of the bay as that was what I was paying for.,,12695.0,marzo de 2021,Comentó en: 20 de marzo de 2021
930,Estados Unidos,Habitación con balcón y vistas a la ciudad - 2 camas grandes,2 noches,En familia,"Very Professional Staff extremely helpful, no bias,Starbucks Gift cards for the inconveniences","The location was Great ,close to dining,and attractions","No valet parking had to park underground at an adjacent mall,$30 a night,no parking elsewhere, all amenities were still closed at the time",,12695.0,marzo de 2021,Comentó en: 20 de marzo de 2021
931,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Disappointing.,The location.,The parking.,,12695.0,febrero de 2021,Comentó en: 18 de febrero de 2021
932,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Great view but lacking in everything else.,Location was nice.,The entire experience was average at best.We were not impressed and felt the whole stay was average at best!,,12695.0,febrero de 2021,Comentó en: 15 de febrero de 2021
933,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Bien,"Loved the view, great location.","The bed was not comfortable, no wash clothes in room. Had to call room service twice to get some sent to our room. 
There was also cigarette buts on the balcony, one was put out on the chair so I showed that that area was not cleaned.",,12695.0,febrero de 2021,Comentó en: 7 de febrero de 2021
934,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Would not have stayed there if we knew everything was closed in the hotel. This was never disclosed,"Nothing was open in the hotel...
No valet
No bell service
You couldn't even buy a glass of wine 
Parking across the street was scary, unsafe and terrible.",,,12695.0,enero de 2021,Comentó en: 28 de enero de 2021
935,Estados Unidos,Habitación con vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Mal,My booking was for 383$ but I was charged 418$ ? AND the unit didn’t have heat. It never got warm. It was expensive for one night. I will probably not come back.,,,12695.0,enero de 2021,Comentó en: 5 de enero de 2021
936,Guatemala,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,3 noches,En pareja,Old and Poorly Maintained Hotel,The location is good. The main desk staff was really helpful.,"The hotel feels like it was a great place to stay back in the 90s, but hasn't seen much maintenance nor updates since then. The lobby is the only part that was renovated. Everything else is old and poorly maintained. There is poor lighting on hallways and rooms, and signs of decay everywhere. Some elevators were out of business, the valet parking service was not functioning, and there were no staff to help with luggage upon arrival. The main desk staff was great, but other staff was nonexistent. The room itself was apparently clean but really worn out, lighting was missing and the balcony door might as well be kept open because closing it would not make much of a difference in weather and sound insulation.",,12695.0,diciembre de 2020,Comentó en: 11 de diciembre de 2020
937,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Very unhappy,Cleaned balcony,,,12695.0,noviembre de 2020,Comentó en: 9 de diciembre de 2020
938,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,I would recommend it for anyone who wanted a nice view and modern style stay,"It was a smooth check in process and the interior of the building is really aesthetic, as well as the rooms",I just didn't like the bedsheets being too crisp and the pillows are just too soft makes it uncomfortable to sleep,,12695.0,octubre de 2023,Comentó en: 17 de octubre de 2023
939,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4 noches,En pareja,Fantastic,The view was to die for.￼ Very close to public transport.,Breakfast cost way to much.,,12695.0,octubre de 2023,Comentó en: 5 de octubre de 2023
940,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En grupo,Muy bien,Showers had no water pressure in the room. Elevators were crowded all the time.,,,12695.0,julio de 2023,Comentó en: 21 de julio de 2023
941,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En familia,perfect,"Amazing Hotel property, view, staff & luxurious accommodation!!",,,12695.0,mayo de 2023,Comentó en: 4 de mayo de 2023
942,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,I feel like I’m at home when I visit.,love the staff and property location,everything,,12695.0,febrero de 2023,Comentó en: 29 de marzo de 2023
943,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,perfect and thank you hyatt,the views the cleanliness the everything. probably my favorite hotel in the last several years,front desk and valet seemed overwhelmed but it was fleet week,,12695.0,octubre de 2022,Comentó en: 10 de octubre de 2022
944,Uganda,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,5 noches,En grupo,I had a good experience from 1st September to 6th September . when will the money be credited on my account. for the 2 r,comfortable,,,12695.0,septiembre de 2022,Comentó en: 14 de septiembre de 2022
945,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En familia,Beautiful hotel & great location. We would definitely stay there again when we visit SF.,The room was very nice & recently updated. The hotel is in a great location.,You had to park your car in a structure a block away.,,12695.0,julio de 2022,Comentó en: 1 de agosto de 2022
946,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Muy bien,building,,,12695.0,enero de 2022,Comentó en: 10 de enero de 2022
947,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En familia,Muy bien,the hotel is nice and in a good area,"the bedroom was dirty, I found ants every were also on the bed.",,12695.0,diciembre de 2021,Comentó en: 29 de diciembre de 2021
948,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Amazing stay for my boyfriend and I,"The location, staff was great, very clean",No complaints,,12695.0,diciembre de 2021,Comentó en: 23 de diciembre de 2021
949,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En familia,a great place to stay!,"great location, beautiful lobby, great price! beds were very comfy and the staff was wonderful!!","The rooms could use a small upgrade, seem a bit dated. the pillows were very uncomfortable.",,12695.0,noviembre de 2021,Comentó en: 24 de noviembre de 2021
950,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,The view and the walk in shower,I had wanted a king bed but it look like a queen.,,12695.0,agosto de 2021,Comentó en: 28 de agosto de 2021
951,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,Everything,,,12695.0,agosto de 2021,Comentó en: 15 de agosto de 2021
952,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En familia,Excepcional,Excellent vallet service,"The restaurant didn't have much choices and the little market was ok but the pizza they serve is not good, gave me a stomach ache",,12695.0,agosto de 2021,Comentó en: 11 de agosto de 2021
953,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,4 noches,En familia,Muy bien,"View was amazing. Room nice and large. Staff was super, each and everyone of them!",Beds seemed like full not queen. Far walk from elevator.,,12695.0,junio de 2021,Comentó en: 23 de junio de 2021
954,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Excepcional,"Very friendly staff, clean room, beautiful breathtaking ocean view from the bolcany. Thumbs up to Valet parking workers, my husband left his phone in the car and two of the members of valet parking were more then happy to help and brought the car just so we can get the phone. Excellent service 👏 👍 👌 😀. Thank you.",,,12695.0,mayo de 2021,Comentó en: 30 de mayo de 2021
955,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Excepcional,Location,Lack of amnesties in room,,12695.0,abril de 2021,Comentó en: 16 de abril de 2021
956,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,2 noches,En pareja,Loved it thanks,The view and balcony,Nothing it was exceptional,,12695.0,marzo de 2021,Comentó en: 18 de marzo de 2021
957,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Muy bien,The location,The bathroom which is old made with shower curtains,,12695.0,febrero de 2021,Comentó en: 15 de marzo de 2021
958,Estados Unidos,Habitación Doble con balcón y vistas a la bahía - 1 cama extragrande,1 noche,En pareja,Great Hotel!,The room with the balcony and ocean view was relaxing. The staff members were very generous and helpful!,,,12695.0,marzo de 2021,Comentó en: 15 de marzo de 2021
