,nationality,acommodation,stay,company,review_title,good_review,bad_review,url,hotel_id,date
246,Bélgica,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,Persona que viaja sola,excellent location if you're just in town for business or have early check-in at the airport.,Very warm welcome and quick check-in. Room was already available at noon (normal check-in was 15.00 h). Good and clean room. Good size.,service in bar/restaurant could be better. Lot of waiters but long waiting-time.,,702.0,mayo de 2023
247,Estados Unidos,Habitación con 2 camas grandes,4 noches,En pareja,Nice hotel,it was clean and nice staff,the shower had no pressure and water was cold. I was told there was a problem with the plumbing.,,702.0,abril de 2023
248,Taiwán,Habitación con 2 camas grandes y bañera accesible - Adaptada para personas con discapacidad,1 noche,En familia,Bien,"good location, nearby airport, friendly shuttle bus driver, good breakfast",The water-pipe in the restroom is leaking water all over it,,702.0,junio de 2023
249,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Fantástico,Good food. Nice rooms. Great staff.,,,702.0,mayo de 2023
250,Estados Unidos,Habitación con 2 camas grandes,1 noche,Persona que viaja sola,"The hotel is very close to the airport, well-appointed and expensive.","It is modern, spacious and clean.",My room was uncomfortably cool and I could not make it warm enough. There was a rather thin extra blanket that did little to help me stay warm.,,702.0,junio de 2023
251,Australia,Habitación con 2 camas grandes,1 noche,En familia,Muy bien,"Good location for a morning flight out of LAX. We were able to also visit Hollywood and SoFi stadium all nearby
Lovely bar area with food. Fully equipped food mart with plenty of eating options. Rooms were clean and quiet for sleeping.",n/a,,702.0,mayo de 2023
252,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Muy bien,Service to and from the airport.,Business center being closed.,,702.0,mayo de 2023
253,Estados Unidos,Habitación con 2 camas grandes,1 noche,En grupo,Mission Accomplished,"The breakfast was excellent, the room was very nice.",The parking situation could have been explained a little better,,702.0,junio de 2023
254,Estados Unidos,Habitación con cama grande,1 noche,Persona que viaja sola,great,"everything! love the building, the room, the location",put back the fountain on the floors,,702.0,junio de 2023
255,Australia,Habitación con 2 camas grandes,3 noches,En pareja,good for an airport stay- but they need to improve,"close to the airport
close to bus stops
great bus transfer service 
great breakfast 
fantastic restaurant staff
great room service","staff in front desk were friendly, but need more local knowledge about buses , tours etc. they were useless when asked. the hotel probably needs a concierge service . they also need to listen more to responses to questions they asked. twice they lucked up something because they didn’t listen to the answer 
The hotel was FREEZING 🥶. seriously, anyone would think it was hot outside! inside it was like winter - and outside was like spring on a cold day!!!",,702.0,mayo de 2023
256,Estados Unidos,Habitación con cama extragrande y bañera adaptada - Adaptada para personas de movilidad reducida,1 noche,Persona que viaja sola,Great property at LAX,"The hotel is very close to the airport and, since I had a 6am flight, it made a lot of sense to stay there for my very short stay. The room was spacious and clean. The staff was extremely nice and professional. All in all, this property has a relaxing and airy vibe that will suit anxious travelers. I am not one of them, but I almost felt on vacation, even though I was on a business trip! Also, the airport shuttle runs every 10-15 minutes, which is extremely convenient.","The free wifi was spotty at best, which was surprising for such a modern hotel. And this hotel also has a policy of charging $100 for early check-in, like more and more properties. I think this is not right and if a room is ready for a guest to check in, then they should be allowed to have it when they arrive. As a very frequent business traveler, I have sometimes had to wait in the lobby for a room to become available, and I completely understand that. But to charge someone extra, just because their flight arrives at a certain time is simply not right…. (And I worked for 5 years in a hotel as a receptionist, so I have LOTS of opinions about how a hotel should be run! LOL)",,702.0,mayo de 2023
257,Estados Unidos,Habitación con cama extragrande.,2 noches,En grupo,Always very comfortable when I stay here plus the location is unbeatable.,I love the location and the room size.,The cleanliness of the hotel room could have been a little nicer.,,702.0,mayo de 2023
258,Singapur,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Good hotel,"Very clean, location, friendly staff",I could hear the snoring from the other room,,702.0,mayo de 2023
259,Estados Unidos,Habitación con cama grande,1 noche,Persona que viaja sola,Bien,All was very good except the toilet would periodically make sounds which prevented me from a good nights sleep.,See above,,702.0,mayo de 2023
260,Australia,Habitación con cama extragrande.,2 noches,Persona que viaja sola,great experience over all.,the parking was extremely expensive,,,702.0,mayo de 2023
261,Estados Unidos,Habitación con cama extragrande.,1 noche,En pareja,Fantástico,"Great location, with on time helpful shuttle. Meals were wonderful and the staff made you feel like you were in a small town bar or restaurant. Very Welcoming.",nothing,,702.0,mayo de 2023
262,Estados Unidos,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,Persona que viaja sola,great service,quick overnight after a long flight,nothing,,702.0,mayo de 2023
263,Australia,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,Persona que viaja sola,Very conveniently located airport hotel,"Room was clean. Good shower, bathroom. Comfortable bed. Good city view.","The hotel shuttle bus driver was not the most helpful nor conversant. No greeting, no instructions on arrival at the hotel. I had to ask around to find my way from the car park to the hotel (I was disoriented as this was my first time).
Given that this is an airport hotel, it would be ideal to have options for in room dining after 11.00 pm. My flight got in just after 11.00 pm, and the only option was the 'market' or convenience store for sandwiches (fortunately there was a dietary option that suited me).",,702.0,mayo de 2023
264,Estados Unidos,Habitación con 2 camas grandes y bañera accesible - Adaptada para personas con discapacidad,1 noche,En pareja,Lovely overnight stay at the Hyatt Regency,The hotel is very convenient. Close to the airport with a good shuttle service. Our room was spacious with 2 comfortable queen beds and a large bathroom.,,,702.0,mayo de 2023
265,Estados Unidos,Habitación con cama grande y vistas a la ciudad - Planta superior,1 noche,Persona que viaja sola,whzt I needed for a short stop over,Front desk reception very efficient and helpful,,,702.0,mayo de 2023
266,Barbados,Habitación con 2 camas grandes,1 noche,En familia,Fantástico,Food was great service very good,,,702.0,mayo de 2023
267,Canadá,Habitación con 2 camas grandes,1 noche,En pareja,Muy bien,Location and shuttle,,,702.0,mayo de 2023
268,Estados Unidos,Habitación con vistas a la ciudad - 2 camas grandes - Planta alta,2 noches,En familia,Muy bien,24 hr marketplace,"No hot tub, and pool was far away",,702.0,mayo de 2023
269,Australia,Habitación con cama extragrande.,1 noche,Persona que viaja sola,Relaxing,I appreciated a quiet environment comfortable bed and clean room for a goodnights sleep after arriving from Australia. I left an electrical adapter (black) in the room socket. Please email me to let me know if the room attendant turned it in (room 502). Thank you,No complaints,,702.0,mayo de 2023
270,Estados Unidos,Habitación con cama extragrande.,1 noche,En grupo,"Great location, ideal for traveling in/out of LAX","Proximity to LAX airport is ideal. Great staff (friendly, efficient). Rooms are comfortable, spacious, well-kept.",,,702.0,mayo de 2023
271,Australia,Habitación con cama extragrande.,1 noche,En pareja,good for in between flights close. clean and tidy,convenient for quick stay,,,702.0,mayo de 2023
272,Estados Unidos,Habitación con cama extragrande.,2 noches,En familia,Muy bien,"The staff were great, the breakfast was delicious and I was so grateful for the meal vouchers. The shuttle was amazing, and the room was great!","I didn't like the door to the bathroom, it wasn't private and it was broken (screws loose). I also kept getting sweaters caught on the long handle sticking out.",,702.0,mayo de 2023
273,Reino Unido,Habitación con cama extragrande.,1 noche,En pareja,A short but great stay!,"Initial problems at check in as the hotel had cancelled our booking! However, our room was still available and we were checked in quickly.
The room was excellent - we were overlooking a busy road junction and, just beyond, the airport, but there was no external noise noticeable in the room at all!
Facilities were very good.
We ate in the bar area on the evening we arrived, and had breakfast the next morning - both meals were very good.
But the highest of our praises go to the staff. Every single one of them that we met were a credit to the hotel - from the guy on reception sorting out our cancelled booking, to the restaurant staff, houseeepers, check out staff and valet parking crew...a fantastic team of people providing great service. We won't hesitate to book this hotel again next time we need to stay near LAX!",,,702.0,mayo de 2023
